Objection Status,First Contact Date,Nationality,Main Contact Platform,Lead Quality,Service,Ad Source,Objection Type,Quote_English,Nationality_Category
Unsolved,2026-03-15,FOR,Webapp,Lost,VISA-VN | TOU | SIN-V90D-90D | E | FOR,DM,Processing Time,"No problem, brother. I want to go soon as well. So, no problem, brother.",Non-Khmer
Unsolved,2026-02-18,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,I do not have a balance.,Non-Khmer
Unsolved,2026-02-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-08-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | KHM,VF003M1-#TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,How about work visa?,Non-Khmer
Unsolved,2025-01-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Trust,OK payment after visa,Non-Khmer
Unsolved,2026-02-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2026-02-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work visa?,Non-Khmer
Unsolved,2026-02-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-03,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,"If we don’t have a source of income letter, can you create one? Because we have other documents except the source of income.",Non-Khmer
Unsolved,2026-02-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,I want to work in another country as soon as possible,Non-Khmer
Unsolved,2025-08-09,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003*-#TAFVJ01,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2026-02-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Can Japan send me on a work visa?,Non-Khmer
Unsolved,2026-02-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,Bank account Have But Transaction is too much low,Non-Khmer
Unsolved,2025-03-05,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Risk / Guarantee Concerns,Do you provide 100% visa coverage?,Non-Khmer
Unsolved,2025-08-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,I do not have documents. Can you make them for me?,Non-Khmer
Unsolved,2025-08-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Can you give me a visa to work in building construction in Japan?,Non-Khmer
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Risk / Guarantee Concerns,How many percent Guarantee are you giving me that I will get the visa?,Non-Khmer
Unsolved,2025-11-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,I am from Bangladesh and I am in Cambodia. I want to go to Australia on a work visa.,Non-Khmer
Unsolved,2026-02-17,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218483048450078,Processing Time,Is there any way to get in 1/2 days ???,Non-Khmer
Unsolved,2026-02-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Can I get Hong Kong working visa?,Non-Khmer
Unsolved,2025-11-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,Bank statement not available,Non-Khmer
Unsolved,2026-02-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,I want to work Visa for Japan,Non-Khmer
Unsolved,2026-02-18,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTC01 | #A01-K,Documentation,"Brother, I don't have a visa extension",Non-Khmer
Unsolved,2026-02-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,"If I go there and want to work, is it possible?",Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Lost,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,DM,Documentation,"She just visits here and has no work, no documents, but she just wants to stay here for one year.",Non-Khmer
Unsolved,2026-02-22,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,"I have a problem with my bank statement, sir.",Non-Khmer
Unsolved,2025-12-16,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Lack of Understanding,I don't know how to download bank statement.,Non-Khmer
Unsolved,2026-02-21,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,No bank statement.,Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,No have employment letter,Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTC01 | #A01-K,Employme - Out Of Scope,I don't want to get a tourist visa in Japan,Non-Khmer
Unsolved,2026-02-20,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTC01 | #A01-K,Documentation,"I don't have a bank statement, can you manage it?",Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,Do you have any work visa for Japan?,Non-Khmer
Unsolved,2026-02-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF009C1 - TAFVHK01,Documentation,I don't have here any bank statement,Non-Khmer
Unsolved,2025-07-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,#VF003*-#TAFVJ01,Documentation,"Sorry, I don't have any Cambodia visa extension.",Non-Khmer
Unsolved,2025-03-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,ad_id.120218483048450078,Documentation,Bank statement is a problem.,Non-Khmer
Unsolved,2026-02-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,But don't have this year work permit,Non-Khmer
Unsolved,2026-02-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,"Brother, if I go there, is there any possibility to get a work visa after reaching Australia?",Non-Khmer
Unsolved,2024-12-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Documentation,I don't have a work permit 2026 in Cambodia,Non-Khmer
Unsolved,2025-09-20,FOR,Facebook - Explorer Travel Agency,Lost,VISA-TH | TOU | SIN-V90D-60D | E | FOR,VF005M1-#TAFVT01,Documentation,"No, I don't have my bank statement.",Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Lost,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,DM,Documentation,"My brother account no have money, so I can transfer him account and then take statement is okay",Non-Khmer
Unsolved,2025-11-19,FOR,Facebook - Explorer Travel Agency,Lost,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,"But I don't have any company papers, so will I be able to go? Will there be any problem?",Non-Khmer
Unsolved,2025-11-19,FOR,Facebook - Explorer Travel Agency,Lost,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,"I have an ABA Bank account and a statement, but my two other friends don't have accounts, so can they go?",Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,But i have no money this time,Non-Khmer
Unsolved,2025-10-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF003C1-#TAFVJ01,Employme - Out Of Scope,I am from Bangladesh But Now stay in Cambodia Phnom penh. i want to go Japan Work visa can you help me?,Non-Khmer
Unsolved,2026-02-23,FOR,Facebook - Explorer Travel Agency,Lost,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,ABA bank balance empty,Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Lost,VISA-CN | TOU | SIN-V90D-30D | S | FOR,VF009M1 - TAFVHK01,Documentation,My work permit has expired,Non-Khmer
Unsolved,2026-02-24,FOR,Facebook - Explorer Travel Agency,Lost,VISA-CN | TOU | SIN-V90D-30D | S | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,"If we go to China, can we work and live there?",Non-Khmer
Unsolved,2026-02-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-02-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-11-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Please tell me what I need to do to get a work visa there.,Non-Khmer
Unsolved,2025-03-08,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,Visa have but work permit now no have 2026,Non-Khmer
Unsolved,2026-02-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-05-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,VF009M1 - TAFVHK01,Documentation,I don't have bank statement since I'm Sri Lankan Citizen,Non-Khmer
Unsolved,2026-02-27,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02 | #A01-K,Risk / Guarantee Concerns,And if there is no visa then give the money back?,Non-Khmer
Unsolved,2026-03-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,AUSTM03|AU1-F,Documentation,"Yes, I have a bank account and the bank has few transactions. I haven't made any transactions for a long time.",Non-Khmer
Unsolved,2026-02-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I don't have a bank statement,Non-Khmer
Unsolved,2026-03-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-03-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,I have all the necessary documents now but I don't have enough money in my bank account now,Non-Khmer
Unsolved,2025-11-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2025-12-16,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Convenience / Location,But it's just that I'm very far in the province,Non-Khmer
Unsolved,2026-03-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,I want to apply but I don't have bank account what can I do now,Non-Khmer
Unsolved,2026-03-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Do you have working visa?,Non-Khmer
Unsolved,2026-03-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,"I don't have a visa extension, can I get an Australian visa?",Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Do you work on an Australian job visa?,Non-Khmer
Unsolved,2026-03-25,FOR,Facebook - Explorer by SL,Unqualified,VISA-TR | TOU | SIN-DIS-DIS | S | FOR,CHNTE01 | #C01-K,Documentation,I can't provide bank statement,Non-Khmer
Unsolved,2026-03-06,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I'm interested in Australia work permit visa,Non-Khmer
Unsolved,2025-09-14,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Documentation,"Yes, the problem is I have balance with me, but it’s not in the same bank, it’s separately kept in other sources and the amount is less than 3000.",Non-Khmer
Unsolved,2026-03-08,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,In Cambodia I do not have any bank statement,Non-Khmer
Unsolved,2026-01-05,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008M1- TAFVJ01,Lack of Understanding,How to check bank statement in ABA?,Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Employme - Out Of Scope,I am Bangladeshi. I am currently in Cambodia. Do you work with an Australian work permit?,Non-Khmer
Unsolved,2026-03-18,FOR,Facebook - Explorer Travel Agency,Lost,VISA-JP | TOU | SIN-V90D-15D | E | FOR,DM,Documentation,I'm using Cambodian Bank but not sure its statement will be 4000 USD,Non-Khmer
Unsolved,2026-03-21,FOR,Facebook - Explorer Travel Agency,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,I have a lot of transactions details but at the moment I only have $2000 cash in my account,Non-Khmer
Unsolved,2026-03-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Documentation,My work permit has expired,Non-Khmer
Unsolved,2026-03-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,"Not now, we are just planning to go to another country for work",Non-Khmer
Unsolved,2026-03-13,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-26,FOR,Facebook - Explorer by SL,Lost,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,ad_id.120218483048450078,Documentation,Can you arrange an employment letter and leave letter?,Non-Khmer
Unsolved,2025-09-11,FOR,Facebook - Explorer Travel Agency,Lost,VISA-CN | TOU | SIN-V90D-30D | S | FOR,ad_id.120218483048450078,Risk / Guarantee Concerns,Can you provide no visa no fee service?,Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Documentation,"I have a 1 year visa, but no bank account.",Non-Khmer
Unsolved,2026-03-15,FOR,Facebook - Explorer Travel Agency,Lost,VISA-MY | TOU | SIN-V180D-DIS | E | FOR,ad_id.120218483048450078,Documentation,I don't have a bank account here.,Non-Khmer
Unsolved,2026-03-14,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,AUSTE01|AU1-F,Documentation,I am planning now. But you said I can't go because I don't have my working permit.,Non-Khmer
Unsolved,2026-03-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,(VF009M1 - TAFVHK01,Documentation,I don't have a bank statement,Non-Khmer
Unsolved,2026-03-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Price,"Sir, I don't want to stay here any longer and also the visa charges are too much",Non-Khmer
Unsolved,2025-07-31,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,VF006M1-#TAFVV01,Documentation,Can't you prepare my employment letter yourself?,Non-Khmer
Unsolved,2026-03-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Documentation,"Yes I have, but my account is so weak",Non-Khmer
Unsolved,2026-03-12,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Documentation,"As it stands now, I don't have a Cambodia work permit. Can I apply for it?",Non-Khmer
Unsolved,2026-03-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009C1 - TAFVHK01,Employme - Out Of Scope,Hi I'm Akash from Bangladesh. I currently live in Cambodia here... can I get any visa to Australia work visa from here,Non-Khmer
Unsolved,2026-03-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-19,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,Work Visa?,Non-Khmer
Unsolved,2026-03-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,AUSTE02|AU1-F,Employme - Out Of Scope,I want to go to Europe on a work visa.,Non-Khmer
Unsolved,2026-03-01,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-HK | TOU | SIN-V90D-DIS | E | FOR,VF009M1 - TAFVHK01,Employme - Out Of Scope,Do you process work permit visa for foreigner?,Non-Khmer
Unsolved,2026-03-30,FOR,Webapp,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Employme - Out Of Scope,"After going to Australia, is it possible to exchange this visa for a work visa?",Non-Khmer
Unsolved,2026-03-23,FOR,Webapp,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Employme - Out Of Scope,"I want to go to Japan from this country for work. Is there a multiple visa for a long period of 5-10 years for a work visa? If there is a multiple visa, please let me know how much it will cost if a company arranges a work visa for me directly.",Non-Khmer
Unsolved,2026-01-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,I want Work permit Visa,Non-Khmer
Unsolved,2026-03-22,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM05|AU1-F,Employme - Out Of Scope,I want to go to Australia for a job,Non-Khmer
Unsolved,2026-03-04,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Documentation,I don't have a bank statement,Non-Khmer
Unsolved,2026-03-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,DM,Documentation,"No, I don't have a bank statement.",Non-Khmer
Unsolved,2026-03-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTM03|AU1-F,Employme - Out Of Scope,what about work visa?,Non-Khmer
Unsolved,2026-03-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-AU | TOU | DIS-DIS-DIS | E | FOR,AUSTE01|AU1-F,Employme - Out Of Scope,Can you provide a work permit visa for Australia?,Non-Khmer
Unsolved,2025-12-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Risk / Guarantee Concerns,"Even if I get a visa, you take 90$, even if you reject, you take 90$",Non-Khmer
Unsolved,2025-12-24,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Trust,Oops sorry how can I trust you then?,Non-Khmer
Unsolved,2025-12-07,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Comparison / Competitor Claim,Other company demand 650 and 230,Non-Khmer
Unsolved,2025-08-30,FOR,Facebook - Explorer Travel Agency,Qualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,"So tell me this: if I go there on a tourist visa and find a job, will I be able to change my tourist visa to a work visa?",Non-Khmer
Unsolved,2025-12-16,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,​DM,Employme - Out Of Scope,"When we go to Japan on a tourist visa, can we work there or not?",Non-Khmer
Unsolved,2025-12-25,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA - EU | SVS(C) | DIS - DIS - DIS | S | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Work visa for Europe,Non-Khmer
Unsolved,2025-12-18,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Trust,How can I trust you? There is a lot of cheating in this country so I can't trust you,Non-Khmer
Unsolved,2025-12-10,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,Work Visa or Tourist Visa?,Non-Khmer
Unsolved,2025-03-27,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Comparison / Competitor Claim,I do not have complete documents. And you cannot help with documents. Normally agency help to arrange some documents but i think you cannot.,Non-Khmer
Unsolved,2025-12-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Employme - Out Of Scope,tourist visa or work visa?,Non-Khmer
Unsolved,2025-12-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,ad_id.120218483048450078,Trust,Yes But I think you are not genuine,Non-Khmer
Unsolved,2025-12-11,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work permit visa have to,Non-Khmer
Unsolved,2025-05-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-TH | TOU | SIN-V90D-60D | E | FOR,MG #VF001,Employme - Out Of Scope,Work Visa or Tourist Visa?,Non-Khmer
Unsolved,2025-12-03,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1-#TAFVJ01,Employme - Out Of Scope,Japan work visa,Non-Khmer
Unsolved,2025-11-23,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1-#TAFVJ01,Employme - Out Of Scope,work visa possible?,Non-Khmer
Unsolved,2025-12-02,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1-#TAFVJ01,Employme - Out Of Scope,Can I will try for work visa,Non-Khmer
Unsolved,2025-11-30,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1-#TAFVJ01,Employme - Out Of Scope,I am now thinking about getting a job visa to another country from here.,Non-Khmer
Unsolved,2025-11-28,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1-#TAFVJ01,Employme - Out Of Scope,I need a work visa,Non-Khmer
Unsolved,2025-11-22,FOR,Facebook - Explorer Travel Agency,Qualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Risk / Guarantee Concerns,Visa 100% sure?,Non-Khmer
Unsolved,2025-11-26,FOR,Facebook - Explorer Travel Agency,Unqualified,VISA-JP | TOU | SIN-V90D-15D | E | FOR,VF008C1 - TAFVJ01,Employme - Out Of Scope,Work Visa or Tourist Visa?,Non-Khmer
